web-scraper-order,web-scraper-start-url,Competition_selector,Competition_selector-href,Fixtures_selector,Fixtures_selector-href,Match_data
"1554129528-587","https://www.world.rugby/sevens-series/standings/mens?series=17","Atlanta","https://www.world.rugby/sevens-series/stage/1529/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1529/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Atlanta, </span><span>Bowl Semi Finals, </span><span>Match 23</span></div><div class=""match""> <div class=""tLogo IRE""></div>   <div class=""teamName left"">Ireland 7s</div><div class=""teamNameAbr left"">IRE</div><div class=""result left"">   7 - 26 </div><div class=""teamName left"">China 7s</div><div class=""teamNameAbr left"">CHN</div><div class=""tLogo second CHN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129116-278","https://www.world.rugby/sevens-series/standings/mens?series=24","Sydney","https://www.world.rugby/sevens-series/stage/1720/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1720/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Sydney, </span><span>Challenge Trophy Final, </span><span>Match 30</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   12 - 17 </div><div class=""teamName left"">Brazil 7s</div><div class=""teamNameAbr left"">BRA</div><div class=""tLogo second BRA""></div></div><div class=""info info--venue"">Kippax Field, Sydney</div><div class=""matchBtns""> </div>"
"1554129543-662","https://www.world.rugby/sevens-series/standings/mens?series=16","Guangzhou","https://www.world.rugby/sevens-series/stage/1523/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1523/fixtures","<div class=""info""><span>2012/13 IRB Women's Sevens World Series - Guangzhou, </span><span>Bowl Final, </span><span>Match 30</span></div><div class=""match""> <div class=""tLogo CHN""></div>   <div class=""teamName left"">China 7s</div><div class=""teamNameAbr left"">CHN</div><div class=""result left"">   10 - 14 </div><div class=""teamName left"">Japan 7s</div><div class=""teamNameAbr left"">JPN</div><div class=""tLogo second JPN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129711-804","https://www.world.rugby/sevens-series/standings/mens?series=12","Dubai","https://www.world.rugby/sevens-series/stage/1479/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1479/fixtures","<div class=""info""><span>2010/11 IRB Sevens World Series - Dubai, </span><span>Pool A, </span><span>Match 3</span></div><div class=""match""> <div class=""tLogo SAM""></div>   <div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""result left"">   21 - 21 </div><div class=""teamName left"">Wales 7s</div><div class=""teamNameAbr left"">WAL</div><div class=""tLogo second WAL""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129655-726","https://www.world.rugby/sevens-series/standings/mens?series=13","Las Vegas","https://www.world.rugby/sevens-series/stage/1490/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1490/fixtures","<div class=""info""><span>2011/12 IRB Sevens World Series - Las Vegas, </span><span>Pool A, </span><span>Match 15</span></div><div class=""match""> <div class=""tLogo NZL""></div>   <div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""result left"">   42 - 5 </div><div class=""teamName left"">Japan 7s</div><div class=""teamNameAbr left"">JPN</div><div class=""tLogo second JPN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129539-608","https://www.world.rugby/sevens-series/standings/mens?series=16","Amsterdam","https://www.world.rugby/sevens-series/stage/1524/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1524/fixtures","<div class=""info""><span>2012/13 IRB Women's Sevens World Series - Amsterdam, </span><span>Pool B, </span><span>Match 10</span></div><div class=""match""> <div class=""tLogo CAN""></div>   <div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""result left"">   36 - 7 </div><div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""tLogo second RSA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129239-406","https://www.world.rugby/sevens-series/standings/mens?series=22","Paris","https://www.world.rugby/sevens-series/stage/1692/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1692/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Paris, </span><span>Cup Final, </span><span>Match 45</span></div><div class=""match""> <div class=""tLogo SCO""></div>   <div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""result left"">   5 - 15 </div><div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""tLogo second RSA""></div></div><div class=""info info--venue"">Stade Jean Bouin, Paris</div><div class=""matchBtns""> </div>"
"1554129528-589","https://www.world.rugby/sevens-series/standings/mens?series=17","Atlanta","https://www.world.rugby/sevens-series/stage/1529/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1529/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Atlanta, </span><span>Plate Semi Finals, </span><span>Match 25</span></div><div class=""match""> <div class=""tLogo USA""></div>   <div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""result left"">   19 - 5 </div><div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""tLogo second ENG""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128992-215","https://www.world.rugby/sevens-series/standings/mens?series=28","Sydney","https://www.world.rugby/sevens-series/stage/1880/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1880/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Sydney, </span><span>Pool B, </span><span>Match 12</span></div><div class=""match""> <div class=""tLogo USA""></div>   <div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""result left"">   41 - 0 </div><div class=""teamName left"">Kenya 7s</div><div class=""teamNameAbr left"">KEN</div><div class=""tLogo second KEN""></div></div><div class=""info info--venue"">Spotless Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129116-261","https://www.world.rugby/sevens-series/standings/mens?series=24","Sydney","https://www.world.rugby/sevens-series/stage/1720/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1720/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Sydney, </span><span>Pool C, </span><span>Match 13</span></div><div class=""match""> <div class=""tLogo ESP""></div>   <div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""result left"">   5 - 20 </div><div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""tLogo second USA""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129994-1174","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Pool D, </span><span>Match 21</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   26 - 28 </div><div class=""teamName left"">Wales 7s</div><div class=""teamNameAbr left"">WAL</div><div class=""tLogo second WAL""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129520-534","https://www.world.rugby/sevens-series/standings/mens?series=17","Guangzhou","https://www.world.rugby/sevens-series/stage/1528/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1528/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Guangzhou, </span><span>Pool A, </span><span>Match 4</span></div><div class=""match""> <div class=""tLogo ESP""></div>   <div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""result left"">   12 - 7 </div><div class=""teamName left"">China 7s</div><div class=""teamNameAbr left"">CHN</div><div class=""tLogo second CHN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128982-185","https://www.world.rugby/sevens-series/standings/mens?series=28","Las Vegas","https://www.world.rugby/sevens-series/stage/1881/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1881/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Las Vegas, </span><span>Challenge Trophy Quarter Finals, </span><span>Match 27</span></div><div class=""match""> <div class=""tLogo SCO""></div>   <div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""result left"">   21 - 19 </div><div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""tLogo second CAN""></div></div><div class=""info info--venue"">Sam Boyd Stadium, Las Vegas</div><div class=""matchBtns""> </div>"
"1554128982-159","https://www.world.rugby/sevens-series/standings/mens?series=28","Las Vegas","https://www.world.rugby/sevens-series/stage/1881/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1881/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Las Vegas, </span><span>Pool D, </span><span>Match 1</span></div><div class=""match""> <div class=""tLogo AUS""></div>   <div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""result left"">   26 - 0 </div><div class=""teamName left"">Wales 7s</div><div class=""teamNameAbr left"">WAL</div><div class=""tLogo second WAL""></div></div><div class=""info info--venue"">Sam Boyd Stadium, Las Vegas</div><div class=""matchBtns""> </div>"
"1554129116-281","https://www.world.rugby/sevens-series/standings/mens?series=24","Sydney","https://www.world.rugby/sevens-series/stage/1720/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1720/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Sydney, </span><span>Bronze Final, </span><span>Match 33</span></div><div class=""match""> <div class=""tLogo NZL""></div>   <div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""result left"">   19 - 0 </div><div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""tLogo second AUS""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129994-1156","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Pool C, </span><span>Match 3</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   20 - 14 </div><div class=""teamName left"">France 7s</div><div class=""teamNameAbr left"">FRA</div><div class=""tLogo second FRA""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129122-294","https://www.world.rugby/sevens-series/standings/mens?series=24","Dubai","https://www.world.rugby/sevens-series/stage/1719/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1719/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Dubai, </span><span>Pool A, </span><span>Match 12</span></div><div class=""match""> <div class=""tLogo AUS""></div>   <div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""result left"">   20 - 7 </div><div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""tLogo second RUS""></div></div><div class=""info info--venue"">The Sevens, Dubai</div><div class=""matchBtns""> </div>"
"1554129994-1177","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Pool B, </span><span>Match 24</span></div><div class=""match""> <div class=""tLogo ENG""></div>   <div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""result left"">   27 - 0 </div><div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""tLogo second SAM""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129528-586","https://www.world.rugby/sevens-series/standings/mens?series=17","Atlanta","https://www.world.rugby/sevens-series/stage/1529/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1529/fixtures","<div class=""info""><span>2013/14 IRB Women's Sevens World Series - Atlanta, </span><span>Cup Quarter Finals, </span><span>Match 22</span></div><div class=""match""> <div class=""tLogo NZL""></div>   <div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""result left"">   42 - 0 </div><div class=""teamName left"">Japan 7s</div><div class=""teamNameAbr left"">JPN</div><div class=""tLogo second JPN""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129539-610","https://www.world.rugby/sevens-series/standings/mens?series=16","Amsterdam","https://www.world.rugby/sevens-series/stage/1524/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1524/fixtures","<div class=""info""><span>2012/13 IRB Women's Sevens World Series - Amsterdam, </span><span>Pool A, </span><span>Match 12</span></div><div class=""match""> <div class=""tLogo NED""></div>   <div class=""teamName left"">Netherlands 7s</div><div class=""teamNameAbr left"">NED</div><div class=""result left"">   0 - 22 </div><div class=""teamName left"">Russia 7s</div><div class=""teamNameAbr left"">RUS</div><div class=""tLogo second RUS""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128982-161","https://www.world.rugby/sevens-series/standings/mens?series=28","Las Vegas","https://www.world.rugby/sevens-series/stage/1881/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1881/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Las Vegas, </span><span>Pool A, </span><span>Match 3</span></div><div class=""match""> <div class=""tLogo ESP""></div>   <div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""result left"">   12 - 12 </div><div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""tLogo second CAN""></div></div><div class=""info info--venue"">Sam Boyd Stadium, Las Vegas</div><div class=""matchBtns""> </div>"
"1554129194-326","https://www.world.rugby/sevens-series/standings/mens?series=23","Sydney","https://www.world.rugby/sevens-series/stage/1788/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1788/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2018 - Sydney, </span><span>Pool C, </span><span>Match 10</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   38 - 0 </div><div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""tLogo second ESP""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129655-740","https://www.world.rugby/sevens-series/standings/mens?series=13","Las Vegas","https://www.world.rugby/sevens-series/stage/1490/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1490/fixtures","<div class=""info""><span>2011/12 IRB Sevens World Series - Las Vegas, </span><span>Cup Quarter Finals, </span><span>Match 29</span></div><div class=""match""> <div class=""tLogo NZL""></div>   <div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""result left"">   12 - 7 </div><div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""tLogo second ENG""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129735-864","https://www.world.rugby/sevens-series/standings/mens?series=11","Las Vegas","https://www.world.rugby/sevens-series/stage/1475/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1475/fixtures","<div class=""info""><span>2009/10 IRB Sevens World Series - Las Vegas, </span><span>Pool C, </span><span>Match 19</span></div><div class=""match""> <div class=""tLogo SCO""></div>   <div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""result left"">   26 - 10 </div><div class=""teamName left"">Chile 7s</div><div class=""teamNameAbr left"">CHL</div><div class=""tLogo second CHL""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554128974-119","https://www.world.rugby/sevens-series/standings/mens?series=28","Vancouver","https://www.world.rugby/sevens-series/stage/1882/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1882/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Vancouver , </span><span>Pool B, </span><span>Match 6</span></div><div class=""match""> <div class=""tLogo SAM""></div>   <div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""result left"">   38 - 7 </div><div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""tLogo second CAN""></div></div><div class=""info info--venue"">BC Place, Vancouver</div><div class=""matchBtns""> </div>"
"1554129116-272","https://www.world.rugby/sevens-series/standings/mens?series=24","Sydney","https://www.world.rugby/sevens-series/stage/1720/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1720/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Sydney, </span><span>Challenge Trophy Semi Finals, </span><span>Match 24</span></div><div class=""match""> <div class=""tLogo ESP""></div>   <div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""result left"">   7 - 10 </div><div class=""teamName left"">Brazil 7s</div><div class=""teamNameAbr left"">BRA</div><div class=""tLogo second BRA""></div></div><div class=""info info--venue"">Kippax Field, Sydney</div><div class=""matchBtns""> </div>"
"1554129116-282","https://www.world.rugby/sevens-series/standings/mens?series=24","Sydney","https://www.world.rugby/sevens-series/stage/1720/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1720/fixtures","<div class=""info""><span>HSBC World Rugby Women's Sevens Series 2016-17 - Sydney, </span><span>Cup Final, </span><span>Match 34</span></div><div class=""match""> <div class=""tLogo USA""></div>   <div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""result left"">   17 - 21 </div><div class=""teamName left"">Canada 7s</div><div class=""teamNameAbr left"">CAN</div><div class=""tLogo second CAN""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129945-1072","https://www.world.rugby/sevens-series/standings/mens?series=5","Wellington","https://www.world.rugby/sevens-series/stage/1422/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1422/fixtures","<div class=""info""><span>2003/04 IRB Sevens World Series - Wellington, </span><span>Pool B, </span><span>Match 7</span></div><div class=""match""> <div class=""tLogo NZL""></div>   <div class=""teamName left"">New Zealand 7s</div><div class=""teamNameAbr left"">NZL</div><div class=""result left"">   47 - 7 </div><div class=""teamName left"">South Korea 7s</div><div class=""teamNameAbr left"">KOR</div><div class=""tLogo second KOR""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129655-741","https://www.world.rugby/sevens-series/standings/mens?series=13","Las Vegas","https://www.world.rugby/sevens-series/stage/1490/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1490/fixtures","<div class=""info""><span>2011/12 IRB Sevens World Series - Las Vegas, </span><span>Cup Quarter Finals, </span><span>Match 30</span></div><div class=""match""> <div class=""tLogo RSA""></div>   <div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""result left"">   24 - 5 </div><div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""tLogo second ARG""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129994-1154","https://www.world.rugby/sevens-series/standings/mens?series=3","London","https://www.world.rugby/sevens-series/stage/1401/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1401/fixtures","<div class=""info""><span>2001/02 IRB Sevens World Series - London, </span><span>Pool D, </span><span>Match 1</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   22 - 19 </div><div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""tLogo second SCO""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129194-350","https://www.world.rugby/sevens-series/standings/mens?series=23","Sydney","https://www.world.rugby/sevens-series/stage/1788/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1788/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2018 - Sydney, </span><span>13th Place Semi Final, </span><span>Match 34</span></div><div class=""match""> <div class=""tLogo SCO""></div>   <div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""result left"">   21 - 14 </div><div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""tLogo second ESP""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554129914-1029","https://www.world.rugby/sevens-series/standings/mens?series=6","George","https://www.world.rugby/sevens-series/stage/1432/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1432/fixtures","<div class=""info""><span>2004/05 IRB Sevens World Series - George, </span><span>Pool D, </span><span>Match 8</span></div><div class=""match""> <div class=""tLogo SAM""></div>   <div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""result left"">   59 - 5 </div><div class=""teamName left"">Namibia 7s</div><div class=""teamNameAbr left"">NAM</div><div class=""tLogo second NAM""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129239-392","https://www.world.rugby/sevens-series/standings/mens?series=22","Paris","https://www.world.rugby/sevens-series/stage/1692/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1692/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2016-17 - Paris, </span><span>Cup Quarter Finals, </span><span>Match 31</span></div><div class=""match""> <div class=""tLogo SAM""></div>   <div class=""teamName left"">Samoa 7s</div><div class=""teamNameAbr left"">SAM</div><div class=""result left"">   0 - 12 </div><div class=""teamName left"">South Africa 7s</div><div class=""teamNameAbr left"">RSA</div><div class=""tLogo second RSA""></div></div><div class=""info info--venue"">Stade Jean Bouin, Paris</div><div class=""matchBtns""> </div>"
"1554129194-331","https://www.world.rugby/sevens-series/standings/mens?series=23","Sydney","https://www.world.rugby/sevens-series/stage/1788/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1788/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2018 - Sydney, </span><span>Pool D, </span><span>Match 15</span></div><div class=""match""> <div class=""tLogo USA""></div>   <div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""result left"">   26 - 12 </div><div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""tLogo second SCO""></div></div><div class=""info info--venue"">Allianz Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554128992-235","https://www.world.rugby/sevens-series/standings/mens?series=28","Sydney","https://www.world.rugby/sevens-series/stage/1880/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1880/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Sydney, </span><span>Cup Quarter Finals, </span><span>Match 32</span></div><div class=""match""> <div class=""tLogo USA""></div>   <div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""result left"">   38 - 10 </div><div class=""teamName left"">Spain 7s</div><div class=""teamNameAbr left"">ESP</div><div class=""tLogo second ESP""></div></div><div class=""info info--venue"">Spotless Stadium, Sydney</div><div class=""matchBtns""> </div>"
"1554128982-164","https://www.world.rugby/sevens-series/standings/mens?series=28","Las Vegas","https://www.world.rugby/sevens-series/stage/1881/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1881/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Las Vegas, </span><span>Pool B, </span><span>Match 6</span></div><div class=""match""> <div class=""tLogo USA""></div>   <div class=""teamName left"">USA 7s</div><div class=""teamNameAbr left"">USA</div><div class=""result left"">   26 - 10 </div><div class=""teamName left"">Kenya 7s</div><div class=""teamNameAbr left"">KEN</div><div class=""tLogo second KEN""></div></div><div class=""info info--venue"">Sam Boyd Stadium, Las Vegas</div><div class=""matchBtns""> </div>"
"1554128969-113","https://www.world.rugby/sevens-series/standings/mens?series=28","Hong Kong","https://www.world.rugby/sevens-series/stage/1883/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1883/fixtures","<div class=""info""><span>HSBC World Rugby Sevens Series 2019- Hong Kong, </span><span>Cup Final, </span><span>Match 45</span></div><div class=""match""> <div class=""tLogo TBC""></div>   <div class=""teamName left"">Winner M39</div><div class=""teamNameAbr left"">TBC</div><div class=""versus left"">v</div><div class=""teamName left"">Winner M40</div><div class=""teamNameAbr left"">TBC</div><div class=""tLogo second TBC""></div></div>   <div class=""info info--venue""><span class=""dateBoxSub"">Local time kick off 19:00</span>Hong Kong Stadium, Hong Kong</div><div class=""info""><span class=""dateBoxSub dateBoxSub--local""> Your Time - 12:00, Sun 07 Apr 2019</span></div><div class=""matchBtns""></div>"
"1554129337-513","https://www.world.rugby/sevens-series/standings/mens?series=21","Dubai","https://www.world.rugby/sevens-series/stage/1629/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1629/fixtures","<div class=""info""><span>2015/16 HSBC World Rugby Women's Sevens Series - Dubai, </span><span>Pool C, </span><span>Match 17</span></div><div class=""match""> <div class=""tLogo AUS""></div>   <div class=""teamName left"">Australia 7s</div><div class=""teamNameAbr left"">AUS</div><div class=""result left"">   24 - 7 </div><div class=""teamName left"">England 7s</div><div class=""teamNameAbr left"">ENG</div><div class=""tLogo second ENG""></div></div><div class=""info info--venue"">The Sevens, Dubai</div><div class=""matchBtns""> </div>"
"1554129711-819","https://www.world.rugby/sevens-series/standings/mens?series=12","Dubai","https://www.world.rugby/sevens-series/stage/1479/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1479/fixtures","<div class=""info""><span>2010/11 IRB Sevens World Series - Dubai, </span><span>Pool A, </span><span>Match 18</span></div><div class=""match""> <div class=""tLogo WAL""></div>   <div class=""teamName left"">Wales 7s</div><div class=""teamNameAbr left"">WAL</div><div class=""result left"">   47 - 5 </div><div class=""teamName left"">United Arab Emirates 7s</div><div class=""teamNameAbr left"">UAE</div><div class=""tLogo second UAE""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
"1554129337-510","https://www.world.rugby/sevens-series/standings/mens?series=21","Dubai","https://www.world.rugby/sevens-series/stage/1629/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1629/fixtures","<div class=""info""><span>2015/16 HSBC World Rugby Women's Sevens Series - Dubai, </span><span>Pool B, </span><span>Match 14</span></div><div class=""match""> <div class=""tLogo FIJ""></div>   <div class=""teamName left"">Fiji 7s</div><div class=""teamNameAbr left"">FIJ</div><div class=""result left"">   27 - 10 </div><div class=""teamName left"">Ireland 7s</div><div class=""teamNameAbr left"">IRE</div><div class=""tLogo second IRE""></div></div><div class=""info info--venue"">The Sevens, Dubai</div><div class=""matchBtns""> </div>"
"1554129914-1026","https://www.world.rugby/sevens-series/standings/mens?series=6","George","https://www.world.rugby/sevens-series/stage/1432/about","Fixtures & Results","https://www.world.rugby/sevens-series/stage/1432/fixtures","<div class=""info""><span>2004/05 IRB Sevens World Series - George, </span><span>Pool C, </span><span>Match 5</span></div><div class=""match""> <div class=""tLogo ARG""></div>   <div class=""teamName left"">Argentina 7s</div><div class=""teamNameAbr left"">ARG</div><div class=""result left"">   14 - 14 </div><div class=""teamName left"">Scotland 7s</div><div class=""teamNameAbr left"">SCO</div><div class=""tLogo second SCO""></div></div><div class=""info info--venue""></div><div class=""matchBtns""> </div>"
